Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Unqualified_Measures_Score,Unqualified_Measures_Explanation,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
M_ACR,$ Avg Daily ACR Last Closed Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily acr, date - last closed azure month",Yes,,"$ Avg Daily ACR Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR CurrentMonthFY = M_Date[DATE + 1 Month After Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
VAR DaysSourceFY = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[CreateDate]=CurrentMonthFY),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))
--IF(SelectedMonth > AzureCurrentM,DIVIDE(ACR, DaysSourceFY),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - Last Closed Azure Month -> M_Date + 
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Avg Daily ACR Previous Last Closed Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily acr, date - 1 month prior to last closed azure month",Yes,,"$ Avg Daily ACR Previous Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR CurrentMonthFY = M_Date[DATE + 1 Month After Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
VAR DaysSourceFY = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[CreateDate]=CurrentMonthFY),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))
--IF(SelectedMonth > AzureCurrentM,DIVIDE(ACR, DaysSourceFY),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 1 Month Prior to Last Closed Azure Month -> M_Date + 
// Returns the start date of the month before the latest selected azure closed month
VAR LastAzureClosedMonth = [DATE - Last Closed Azure Month]
VAR OneMonthPrior = CALCULATE(EDATE ( LastAzureClosedMonth, -1),ALL(DimDate))
RETURN
OneMonthPrior",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,% Avg Daily ACR MoM Change Last Closed Month,"VAR Change = [$ Avg Daily ACR Last Closed Month] - [$ Avg Daily ACR Previous Last Closed Month]
RETURN
DIVIDE(Change , [$ Avg Daily ACR Previous Last Closed Month])",,No,,No,,Yes,"$ avg daily acr last closed month, $ avg daily acr previous last closed month",Yes,,"% Avg Daily ACR MoM Change Last Closed Month -> M_ACR + VAR Change = [$ Avg Daily ACR Last Closed Month] - [$ Avg Daily ACR Previous Last Closed Month]
RETURN
DIVIDE(Change , [$ Avg Daily ACR Previous Last Closed Month]) | REFERENCES: $ Avg Daily ACR Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
), $ Avg Daily ACR Previous Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 1 Month Prior to Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviations 'ACR' and 'MoM' are not self-explanatory and could confuse users unfamiliar with their meanings.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,% Avg Daily ACR YoY,"VAR D = DIVIDE([$ Avg Daily ACR Latest Selected Month] , [$ Avg Daily ACR 12 Selected Months Ago])
VAR YoY = D - 1
RETURN
IF(ISBLANK([$ Avg Daily ACR Latest Selected Month]),BLANK(),YoY)",,No,,No,,Yes,"$ avg daily acr 12 selected months ago, $ avg daily acr latest selected month",Yes,,"% Avg Daily ACR YoY -> M_ACR + VAR D = DIVIDE([$ Avg Daily ACR Latest Selected Month] , [$ Avg Daily ACR 12 Selected Months Ago])
VAR YoY = D - 1
RETURN
IF(ISBLANK([$ Avg Daily ACR Latest Selected Month]),BLANK(),YoY) | REFERENCES: $ Avg Daily ACR 12 Selected Months Ago -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
), $ Avg Daily ACR Latest Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],
    DimDate[CreateDate]=SelectedMonth
)",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviations 'ACR' and 'YoY' are not self-explanatory and could confuse users unfamiliar with their meanings.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Avg Daily ACR 12 Selected Months Ago,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily acr, date - 12 month prior to selected month",Yes,,"$ Avg Daily ACR 12 Selected Months Ago -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR], ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR CurrentMonthFY = M_Date[DATE + 1 Month After Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
VAR DaysSourceFY = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[CreateDate]=CurrentMonthFY),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))
--IF(SelectedMonth > AzureCurrentM,DIVIDE(ACR, DaysSourceFY),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 12 Month Prior to Selected Month -> M_Date + 
// Returns the start date of 12 months before the last azure closed month
VAR LastAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LastAzureClosedMonth, -12)
RETURN
OneMonthPrior",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Avg Daily ACR Latest Selected Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily acr, date - latest selected month",Yes,,"$ Avg Daily ACR Latest Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily ACR],
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily ACR -> M_ACR + 
VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""OCDM Azure Usage"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR CurrentMonthFY = M_Date[DATE + 1 Month After Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
VAR DaysSourceFY = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[CreateDate]=CurrentMonthFY),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))
--IF(SelectedMonth > AzureCurrentM,DIVIDE(ACR, DaysSourceFY),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - Latest Selected Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]) )
RETURN
LatestSelectedMonth",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,% Avg Daily ACR YoY Last Closed Month,"CALCULATE(M_ACR[% Avg Daily ACR YoY],DimDate[IsLastAzureClosedMonth]=1)",,No,,Yes,% avg daily acr yoy,Yes,% avg daily acr yoy,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: % avg daily acr yoy","% Avg Daily ACR YoY Last Closed Month -> M_ACR + CALCULATE(M_ACR[% Avg Daily ACR YoY],DimDate[IsLastAzureClosedMonth]=1) | REFERENCES: % Avg Daily ACR YoY -> M_ACR + VAR D = DIVIDE([$ Avg Daily ACR Latest Selected Month] , [$ Avg Daily ACR 12 Selected Months Ago])
VAR YoY = D - 1
RETURN
IF(ISBLANK([$ Avg Daily ACR Latest Selected Month]),BLANK(),YoY)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviations 'ACR' and 'YoY' are not self-explanatory and could confuse users unfamiliar with their meanings.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Organic Gross ACR,"CALCULATE(M_ACR[$ Gross ACR],'Distinct AdjustmentFlag'[AdjustmentFlag]=""N/A"")",,No,,Yes,$ gross acr,Yes,$ gross acr,No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ gross acr","$ Organic Gross ACR -> M_ACR + CALCULATE(M_ACR[$ Gross ACR],'Distinct AdjustmentFlag'[AdjustmentFlag]=""N/A"") | REFERENCES: $ Gross ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenueGross])
VAR PY = SUM(ACR_PY[AzureConsumedRevenueGross])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenueGross]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Average Daily Gross ACR,"VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days)))",,No,,Yes,"$ gross acr, date - last closed azure month",Yes,"# days in month, $ gross acr, date - azure current month, date - last closed azure month, date - latest selected month",Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ gross acr, date - last closed azure month","$ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))) | REFERENCES: # Days in Month -> M_Date + [Start End Date Diff] + 1, $ Gross ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenueGross])
VAR PY = SUM(ACR_PY[AzureConsumedRevenueGross])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenueGross]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A), DATE - Azure Current Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]), DimDate[IsCurrentAzureMonth]=1 )
RETURN
LatestSelectedMonth, DATE - Last Closed Azure Month -> M_Date + 
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth, DATE - Latest Selected Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]) )
RETURN
LatestSelectedMonth",0.0,Has qualified references - complex measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Avg Daily Gross ACR 12 Selected Months Ago,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily gross acr, date - 12 month prior to selected month",Yes,,"$ Avg Daily Gross ACR 12 Selected Months Ago -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - 12 Month Prior to Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - 12 Month Prior to Selected Month -> M_Date + 
// Returns the start date of 12 months before the last azure closed month
VAR LastAzureClosedMonth = [DATE - Latest Selected Month]
VAR OneMonthPrior = EDATE ( LastAzureClosedMonth, -12)
RETURN
OneMonthPrior",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Avg Daily Gross ACR Last Closed Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily gross acr, date - last closed azure month",Yes,,"$ Avg Daily Gross ACR Last Closed Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Last Closed Azure Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - Last Closed Azure Month -> M_Date + 
// Returns start date of last closed Azure month
VAR LastClosedAzureMonth = CALCULATE(SELECTEDVALUE('DimDate'[MonthStartDate]), ALL('DimDate'), 'DimDate'[IsLastAzureClosedMonth] = 1)
RETURN
LastClosedAzureMonth",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_ACR,$ Avg Daily Gross ACR Latest Selected Month,"
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
)",,No,,No,,Yes,"$ average daily gross acr, date - latest selected month",Yes,,"$ Avg Daily Gross ACR Latest Selected Month -> M_ACR + 
// Returns ACR for the latest selected month. Doesn't roll up to quarters - for use in other measures
VAR SelectedMonth = [DATE - Latest Selected Month]
RETURN
CALCULATE(
    [$ Average Daily Gross ACR],ALL(DimDate),
    DimDate[CreateDate]=SelectedMonth
) | REFERENCES: $ Average Daily Gross ACR -> M_ACR + VAR Days = [# Days in Month]
VAR DaysCurrent = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),TODAY(),DAY)
VAR ACR = M_ACR[$ Gross ACR]
VAR SelectedMonth = [DATE - Latest Selected Month]
VAR AzureDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]), DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR AzureCurrentM = [DATE - Azure Current Month]
VAR Today = TODAY()
VAR AzureLastClosed = M_Date[DATE - Last Closed Azure Month]
VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
IF(SelectedMonth = AzureCurrentM,DIVIDE(ACR, DaysSource),IF(SelectedMonth > AzureLastClosed,BLANK(),DIVIDE(ACR, Days))), DATE - Latest Selected Month -> M_Date + 
// Returns the value of the latest selected month
VAR LatestSelectedMonth = CALCULATE ( MAX('DimDate'[MonthStartDate]) )
RETURN
LatestSelectedMonth",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
