Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Trending,Issue,Billed Forecast,"SUMX(
    VALUES('Trending Week'[Week Name]),
    CALCULATE(SUM('CFO Forecast'[BilledForecast]))
)
",Complex Calculation,Yes,"No - The measure uses a unique SUMX calculation with nested CALCULATE and SUM functions, which is not duplicated elsewhere.",No - The measure does not align with predefined enterprise standards like Total Sales Value or Gross Margin.,No - The calculation logic is complex due to nested functions and lacks a description to explain its purpose in business terms.,"Medium - The measure uses SUMX with nested CALCULATE and SUM functions, which adds moderate complexity but is manageable.",Yes - The name 'Trending.Billed Forecast' is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The measure uses fully qualified column references and consistent DAX syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Provides forecasted billed amounts for trending weeks.,Add a clear description to explain the business purpose of the measure. Consider simplifying the logic if possible.,The naming convention is appropriate; no changes are needed.
Trending,Warning,Qualified Pipeline,SUM(Trending[QualifiedPipeline]) ,Simple Aggregation,Yes,No - The measure uses a simple SUM function and does not duplicate other measures.,Yes - The measure aligns with enterprise standards as it represents a key business metric (Qualified Pipeline).,Yes - The calculation logic is straightforward and easy to understand.,"Low - The measure uses a simple SUM function, making it easy to interpret and use.",Yes - The name 'Trending.Qualified Pipeline' is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which would improve its usability for business users.",Yes - The measure uses fully qualified column references and consistent DAX syntax.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Represents the total qualified pipeline for trending analysis.,Add a description to explain the business purpose of the measure.,The naming convention is appropriate; no changes are needed.
Trending,Issue,STU Owned Pipeline Base,"
DIVIDE (
    SUM ( Trending[QualifiedPipelineSTU] ),
    SUM ( Trending[QualifiedPipeline] ),
    BLANK()
)

",Ratio Percentage,Yes,"No - The measure uses a unique DIVIDE function with nested SUM functions, which is not duplicated elsewhere.",No - The measure does not align with predefined enterprise standards like Total Sales Value or Gross Margin.,No - The calculation logic is moderately complex and lacks a description to explain its purpose in business terms.,"Medium - The measure uses DIVIDE with nested SUM functions, which adds moderate complexity but is manageable.",Yes - The name 'Trending.STU Owned Pipeline Base' is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The measure uses fully qualified column references and consistent DAX syntax.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Calculates the ratio of STU-owned pipeline to total qualified pipeline.,Add a description to explain the business purpose of the measure. Consider simplifying the logic if possible.,The naming convention is appropriate; no changes are needed.
Trending,Warning,Uncommitted Pipeline,SUM(Trending[UncommittedPipeline]),Simple Aggregation,Yes,No - The measure uses a unique calculation (SUM of 'UncommittedPipeline') and does not duplicate other measures.,"Yes - The measure aligns with standard aggregation logic for pipeline metrics, which is commonly used in enterprise reporting.",Yes - The calculation logic is straightforward (SUM aggregation) and easy to understand.,Low - The measure uses a simple SUM function without nested logic or additional complexity.,Yes - The name clearly reflects the calculation and business purpose (Uncommitted Pipeline).,"No - The measure lacks a description, which reduces its clarity for business users.","Yes - The formula uses fully qualified column references (Trending[UncommittedPipeline]), adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Tracks the total uncommitted pipeline value for trending analysis.,Ensure all measures have descriptions to improve business user understanding. Maintain the simplicity of aggregation logic for pipeline metrics.,No changes needed for naming conventions as the measure name is clear and descriptive.
Trending,Warning,Uncommitted Upside Pipeline,SUM(Trending[UncommittedUpsidePipeline]),Simple Aggregation,Yes,No - The measure uses a unique calculation (SUM of 'UncommittedUpsidePipeline') and does not duplicate other measures.,"Yes - The measure aligns with standard aggregation logic for pipeline metrics, which is commonly used in enterprise reporting.",Yes - The calculation logic is straightforward (SUM aggregation) and easy to understand.,Low - The measure uses a simple SUM function without nested logic or additional complexity.,Yes - The name clearly reflects the calculation and business purpose (Uncommitted Upside Pipeline).,"No - The measure lacks a description, which reduces its clarity for business users.","Yes - The formula uses fully qualified column references (Trending[UncommittedUpsidePipeline]), adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Tracks the total uncommitted upside pipeline value for trending analysis.,Ensure all measures have descriptions to improve business user understanding. Maintain the simplicity of aggregation logic for pipeline metrics.,No changes needed for naming conventions as the measure name is clear and descriptive.
Trending,Issue,Additional Pipeline Needed,"VAR A = ( [Pipeline Target Unround] * ( [Billed Budget] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) ) 
    
    
RETURN IF(OR(A <= 0,[QPC to Budget KPI] > 0.995),BLANK(),A)",Complex Calculation,Yes,No - The measure uses a unique calculation involving multiple variables and nested logic.,No - The measure does not align with standard aggregation or time intelligence patterns and appears to be a custom calculation.,"No - The calculation logic is complex, involving multiple variables and nested functions, which makes it difficult to understand without documentation.","High - The measure uses 10 nested functions and a lengthy formula, indicating high complexity.",Yes - The name is descriptive and reflects the calculation purpose (Additional Pipeline Needed).,"No - The measure lacks a description, which is critical given its complexity.","Yes - The formula uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Calculates the additional pipeline required to meet the billed budget target.,"Simplify the calculation logic where possible or provide detailed documentation to explain the formula. Consider breaking down the measure into smaller, reusable components.",No changes needed for naming conventions as the measure name is clear and descriptive.
Trending,Issue,DBF VTF %,"DIVIDE([DBF VTF $], [Billed Forecast],BLANK())",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - This measure does not align with predefined enterprise standards like Total Sales Value or Gross Margin.,"No - The calculation logic is not immediately clear without a description, as the measure name does not fully explain the formula.","Low - The formula uses basic DAX functions (DIVIDE) with minimal nesting, making it straightforward.","No - The name 'DBF VTF %' is cryptic and uses abbreviations, which are not business-friendly or self-explanatory.","No - The measure lacks a description, making it difficult for users to understand its purpose or calculation logic.","Yes - The formula uses unqualified references for measures, which is consistent with DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.450,0.500,0.400,Calculates the percentage relationship between DBF VTF $ and Billed Forecast.,Add a clear description to explain the business purpose of the measure. Consider aligning the measure with enterprise standards if applicable.,"Rename the measure to a more descriptive name, such as 'DBF to VTF Percentage', to improve clarity and business alignment."
Trending,Warning,Forecast VTB $,"IFERROR([Billed Forecast]-[Billed Budget],0)",Calculated Measure,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,"Yes - This measure aligns with enterprise standards as it calculates a variance between forecast and budget, which is a common business metric.",Yes - The calculation logic is straightforward and uses basic DAX functions (IFERROR) with clear intent.,"Low - The formula uses basic DAX functions with minimal nesting, making it simple and appropriate for its purpose.",Yes - The name 'Forecast VTB $' is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which would improve user understanding.","Yes - The formula uses unqualified references for measures, which is consistent with DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the variance between forecast and budget in dollar terms.,Add a description to explain the business purpose of the measure.,No changes needed as the name is already descriptive and business-friendly.
Trending,Warning,Forecast VTB %,"DIVIDE([Forecast VTB $],[Billed Budget],0)",Ratio Percentage,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,"Yes - This measure aligns with enterprise standards as it calculates a percentage variance between forecast and budget, which is a common business metric.",Yes - The calculation logic is straightforward and uses basic DAX functions (DIVIDE) with clear intent.,"Low - The formula uses basic DAX functions with minimal nesting, making it simple and appropriate for its purpose.",Yes - The name 'Forecast VTB %' is descriptive and aligns with the calculation logic.,"No - The measure lacks a description, which would improve user understanding.","Yes - The formula uses unqualified references for measures, which is consistent with DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage variance between forecast and budget.,Add a description to explain the business purpose of the measure.,No changes needed as the name is already descriptive and business-friendly.
Trending,Issue,Pipeline Goal,[Pipeline Target],Undocumented,Yes,"Yes - The formula [Pipeline Target] is a direct reference to another measure, which may indicate redundancy or lack of unique business purpose.",No - The measure does not align with standard enterprise measures like Total Sales Value or Gross Margin.,No - The formula lacks clarity and does not provide insight into its business purpose or calculation logic.,Low - The formula is simple with no nested functions or complex logic.,Yes - The name 'Pipeline Goal' is descriptive and aligns with the measure's intended purpose.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.",Yes - The formula uses proper measure referencing without any syntax issues.,0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Represents a pipeline target but lacks clarity on its calculation or business context.,Consider providing a unique calculation logic or a clear business purpose for this measure to avoid redundancy.,Ensure the measure has a description to improve user understanding and accessibility.
Trending,Warning,Refresh Date,"CONCATENATE(""Last Refresh (PST) : "",MAX('Fiscal Period'[Refresh Date]))
",Calculated Measure,Yes,No - The formula is unique and provides a specific business insight (last refresh date).,"Yes - The measure aligns with enterprise standards for tracking refresh dates, which is a common requirement.",Yes - The formula is clear and provides a straightforward business insight.,Medium - The formula uses nested functions but remains appropriate for its business purpose.,Yes - The name 'Refresh Date' is descriptive and aligns with the measure's purpose.,"No - The measure lacks a description, which could improve its usability for business users.",Yes - The formula uses proper DAX syntax and references columns correctly.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Tracks the last refresh date in PST, providing critical metadata for report accuracy.",Add a description to improve business user understanding and accessibility.,Maintain the current naming convention as it aligns well with enterprise standards.
Trending,Good,Qualified Pipeline Coverage to Budget Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Budget], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",Calculated Measure,Yes,No - The formula is unique and provides a specific business insight (pipeline coverage for the latest week).,"Yes - The measure aligns with enterprise standards for tracking pipeline coverage, which is a common requirement.",Yes - The formula is clear and provides a straightforward business insight.,Medium - The formula uses nested functions but remains appropriate for its business purpose.,Yes - The name is descriptive and aligns with the measure's purpose.,"No - The measure lacks a description, which could improve its usability for business users.",Yes - The formula uses proper DAX syntax and references columns correctly.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Tracks pipeline coverage for the latest week, providing critical insights for budget alignment.",Add a description to improve business user understanding and accessibility.,Maintain the current naming convention as it aligns well with enterprise standards.
Trending,Warning,Qualified Pipeline Coverage to Forecast Latest Week,"VAR X = CALCULATE( [Qualified Pipeline Coverage to Forecast], KEEPFILTERS( 'Trending Week'[Week Type] = ""Latest Week"" ) )

RETURN ROUND(X,2)",Time Intelligence,Yes,No - The measure uses a unique calculation logic with a specific filter applied to 'Latest Week'. No duplicates identified.,No - The measure is not part of a standard library of enterprise measures like Total Sales or Gross Margin.,"No - The calculation logic is moderately complex due to the use of VAR and KEEPFILTERS, and lacks a description to clarify its business purpose.","Medium - The measure uses nested functions (VAR, CALCULATE, KEEPFILTERS) but is not overly complex for its intended purpose.","Yes - The name clearly reflects the calculation logic and business context, specifying 'Latest Week' and 'Pipeline Coverage to Forecast'.","No - The measure lacks a description, which makes it harder for business users to understand its purpose.",Yes - The measure uses proper DAX syntax with fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,"Tracks pipeline coverage to forecast for the latest week, supporting time-sensitive analytics.",Add a clear description to explain the business purpose of the measure. Consider aligning the measure with standard enterprise metrics if applicable.,No changes needed as the naming convention is clear and descriptive.
Trending,Issue,Qualified Pipeline Coverage to Budget Selected Week,"VAR SelectedKey = SELECTEDVALUE('Trending Week'[DatasetVersionKey])
RETURN 
CALCULATE(
    [Qualified Pipeline Coverage to Budget],'Trending'[DatasetVersionKey] = SelectedKey)",Time Intelligence,Yes,"No - The measure uses SELECTEDVALUE and CALCULATE with a specific filter on 'DatasetVersionKey', making it unique.",No - The measure is not part of a standard library of enterprise measures.,No - The calculation logic is moderately complex and lacks a description to clarify its business purpose.,"Medium - The measure uses SELECTEDVALUE and CALCULATE, which are moderately complex but appropriate for the business context.","Yes - The name is descriptive and aligns with the calculation logic, specifying 'Budget' and 'Selected Week'.","No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The measure uses proper DAX syntax with fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,"Tracks pipeline coverage to budget for a selected week, supporting time-sensitive analytics.",Add a clear description to explain the business purpose of the measure. Consider aligning the measure with standard enterprise metrics if applicable.,No changes needed as the naming convention is clear and descriptive.
Trending,Critical,Additional Pipeline Needed Forecast,"VAR  A = ( [Pipeline Target Unround] * ( [Billed Forecast] - SUM( Trending[ActualBilledRevenue] ) - SUM( Trending[ScheduledBilledRevenue] ) ) )
    - ( SUM( Trending[QualifiedPipeline] ) + SUM( Trending[RunRateProjections] ) )

RETURN IF(OR(A <= 0,[QPC to Forecast KPI] > 0.995),BLANK(),A)",Complex Calculation,Yes,"No - The measure uses a highly complex calculation logic with multiple nested functions, making it unique.",No - The measure is not part of a standard library of enterprise measures.,No - The calculation logic is highly complex with 10 nested functions and lacks a description to clarify its business purpose.,"High - The measure uses 10 nested functions and a lengthy formula, making it unnecessarily complex for business users.","Yes - The name is descriptive and aligns with the calculation logic, specifying 'Additional Pipeline Needed' and 'Forecast'.","No - The measure lacks a description, making it harder for business users to understand its purpose.",Yes - The measure uses proper DAX syntax with fully qualified column references and consistent measure referencing.,0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.600,0.200,1.000,"Calculates additional pipeline needed for forecast, supporting advanced analytics.",Simplify the calculation logic to improve readability and usability. Add a clear description to explain the business purpose of the measure.,No changes needed as the naming convention is clear and descriptive.
PY Trending,Issue,Qualified Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex Calculation,Yes,"Yes - The formula is highly similar to other measures, with only minor differences in referenced columns (e.g., 'Qualified Pipeline' vs 'Committed Pipeline'). This indicates potential duplication without distinct business purposes.","No - The measure does not align with standard enterprise measures like Total Sales, Gross Margin, or YoY Growth. It appears to be a custom calculation specific to the dataset.","No - The calculation logic is complex, involving multiple nested functions and variables. Without a description, it is difficult for business users to understand its purpose.","High - The measure uses 9 nested functions and spans 308 characters, making it unnecessarily complex for its intended business purpose.","No - The name is descriptive but overly verbose. It could be simplified while retaining clarity, e.g., 'Qualified Pipeline Coverage Budget PY'.","No - The measure lacks a description, making it difficult for users to understand its business purpose or calculation logic.","Yes - The formula uses fully qualified column references (e.g., 'PY Trending'[Billed Budget]), adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.350,0.100,0.600,Tracks pipeline coverage against budget for the previous year.,Simplify the calculation logic by reducing nested functions and providing a clear description of the measure's purpose. Ensure the measure serves a distinct business need to avoid duplication.,Shorten the measure name while retaining clarity. Use business-focused terminology and avoid overly verbose naming.
PY Trending,Issue,Committed Pipeline Coverage to Budget PY,"VAR X = SUM ( 'PY Trending'[Billed Budget] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex Calculation,Yes,"Yes - The formula is nearly identical to 'Qualified Pipeline Coverage to Budget PY', differing only in the referenced column ('Committed Pipeline'). This suggests duplication without distinct business purposes.","No - The measure does not align with standard enterprise measures like Total Sales, Gross Margin, or YoY Growth. It appears to be a custom calculation specific to the dataset.","No - The calculation logic is complex, involving multiple nested functions and variables. Without a description, it is difficult for business users to understand its purpose.","High - The measure uses 10 nested functions and spans 357 characters, making it unnecessarily complex for its intended business purpose.","No - The name is descriptive but overly verbose. It could be simplified while retaining clarity, e.g., 'Committed Pipeline Coverage Budget PY'.","No - The measure lacks a description, making it difficult for users to understand its business purpose or calculation logic.","Yes - The formula uses fully qualified column references (e.g., 'PY Trending'[Billed Budget]), adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.350,0.100,0.600,Tracks pipeline coverage against budget for the previous year.,Simplify the calculation logic by reducing nested functions and providing a clear description of the measure's purpose. Ensure the measure serves a distinct business need to avoid duplication.,Shorten the measure name while retaining clarity. Use business-focused terminology and avoid overly verbose naming.
PY Trending,Issue,Qualified Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[Qualified Pipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex Calculation,Yes,"Yes - The formula is highly similar to other measures, with only minor differences in referenced columns (e.g., 'Billed Forecast' vs 'Billed Budget'). This indicates potential duplication without distinct business purposes.","No - The measure does not align with standard enterprise measures like Total Sales, Gross Margin, or YoY Growth. It appears to be a custom calculation specific to the dataset.","No - The calculation logic is complex, involving multiple nested functions and variables. Without a description, it is difficult for business users to understand its purpose.","High - The measure uses 9 nested functions and spans 310 characters, making it unnecessarily complex for its intended business purpose.","No - The name is descriptive but overly verbose. It could be simplified while retaining clarity, e.g., 'Qualified Pipeline Coverage Forecast PY'.","No - The measure lacks a description, making it difficult for users to understand its business purpose or calculation logic.","Yes - The formula uses fully qualified column references (e.g., 'PY Trending'[Billed Forecast]), adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.200,0.400,0.200,0.200,0.350,0.100,0.600,Tracks pipeline coverage against forecast for the previous year.,Simplify the calculation logic by reducing nested functions and providing a clear description of the measure's purpose. Ensure the measure serves a distinct business need to avoid duplication.,Shorten the measure name while retaining clarity. Use business-focused terminology and avoid overly verbose naming.
PY Trending,Issue,Committed Pipeline Coverage to Forecast PY,"VAR X = SUM ( 'PY Trending'[Billed Forecast] ) - SUM ( 'PY Trending'[Actual Billed Revenue] )
            - SUM ( 'PY Trending'[Scheduled Billed Revenue] )

VAR Y = SUM ( 'PY Trending'[CommittedPipeline]  ) + SUM ( 'PY Trending'[CommittedatRiskPipeline]  ) + SUM('PY Trending'[Run Rate Projections])


RETURN IF ( X < 0, BLANK (), DIVIDE ( Y , X , BLANK () ))",Complex Calculation,Yes,No - The measure formula is unique and does not duplicate other measures in the dataset.,"No - The measure does not align with standard business patterns like Total Sales, Gross Margin, or YoY Growth.",No - The formula is complex with nested functions and lacks a description to explain its business purpose.,"High - The measure uses multiple nested functions and has a lengthy formula, making it difficult to interpret.","No - The name is lengthy and unclear, making it difficult to understand the measure's purpose at a glance.","No - The measure lacks a description, which makes it harder for business users to understand its purpose.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.200,0.400,0.100,0.400,0.200,0.200,0.400,0.300,0.500,Tracks pipeline coverage against forecasted values for the prior year.,Simplify the formula or provide a detailed description to explain the business purpose. Consider breaking down the measure into smaller components for clarity.,"Rename the measure to something more concise and descriptive, such as 'Committed Pipeline Coverage PY'."
Fiscal Period,Warning,GreyOutSelect," IF(FIRSTNONBLANK('Fiscal Period'[Fiscal Quarter], 1) = ""FY23-Q1"", 1, 0)",Simple Aggregation,Yes,No - The measure formula is unique and does not duplicate other measures in the dataset.,No - The measure serves a specific purpose but does not align with standard enterprise measures.,"Yes - The formula is simple and easy to understand, even without a description.",Low - The formula is straightforward with minimal nested functions.,Yes - The name reflects the measure's purpose and calculation logic.,"No - The measure lacks a description, which could help clarify its business purpose.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Identifies whether a fiscal quarter matches a specific value for selection purposes.,Add a description to clarify the business purpose of the measure.,No changes needed; the name is clear and descriptive.
Fiscal Period,Issue,Formats,"CALCULATE(MIN('Fiscal Period'[FormatValue]),'Trending Week'[Week Name] = """")",Simple Aggregation,Yes,No - The measure formula is unique and does not duplicate other measures in the dataset.,No - The measure does not align with standard enterprise measures.,No - The formula is unclear without a description to explain its business purpose.,Low - The formula is simple with minimal nested functions.,No - The name does not clearly reflect the measure's calculation or purpose.,"No - The measure lacks a description, which makes it harder for business users to understand its purpose.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.100,0.400,0.200,0.200,0.450,0.400,0.500,Calculates the minimum format value for a given week.,Add a description to clarify the business purpose of the measure.,"Rename the measure to something more descriptive, such as 'Minimum Format Value by Week'."
Fiscal Period,Issue,YoYCFOGreyOut,"IF(OR(OR(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"", FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Netherlands""),FIRSTNONBLANK('Field Geography'[Subsidiary],1) = ""Switzerland""),1,0)",Complex Calculation,Yes,No - The measure has a unique definition that incorporates multiple conditions and nested functions. No duplicates were identified.,"No - The measure does not align with standard business patterns like Total Sales, Gross Margin, or YoY Growth. It appears to be specific to a niche business requirement.",No - The calculation logic is complex due to nested functions and multiple conditions. It is not immediately clear what business insight this measure provides without additional documentation.,"High - The measure uses nested IF and OR functions with multiple conditions, making it highly complex. This level of complexity may hinder user understanding.",No - The name does not clearly reflect the calculation logic or business purpose. It uses abbreviations ('YoYCFO') that are not self-explanatory.,"No - No description is provided for the measure, making it difficult to understand its purpose or calculation logic.","Yes - The measure uses fully qualified column references (e.g., 'Trend Type'[Trend Type]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.100,0.400,0.000,0.400,0.200,0.200,0.300,0.300,0.300,Determines whether certain fiscal periods should be greyed out based on specific conditions.,Simplify the calculation logic by reducing nested functions and conditions. Provide a clear description explaining the business purpose and calculation logic.,Rename the measure to reflect its calculation and business purpose more clearly. Avoid abbreviations and cryptic labels.
Fiscal Period,Warning,YoYGreyOut,"IF(FIRSTNONBLANK('Trend Type'[Trend Type],1) = ""Security"",1,0)",Simple Aggregation,Yes,No - The measure has a unique definition that is simpler than other measures in the dataset. No duplicates were identified.,"No - The measure does not align with standard business patterns like Total Sales, Gross Margin, or YoY Growth. It appears to be specific to a niche business requirement.","Yes - The calculation logic is straightforward, with a single condition using the IF function. It is relatively easy to understand.","Low - The measure uses a simple IF function with one condition, making it low in complexity and suitable for business users.",No - The name does not clearly reflect the calculation logic or business purpose. It uses abbreviations ('YoY') that are not self-explanatory.,"No - No description is provided for the measure, making it difficult to understand its purpose or calculation logic.","Yes - The measure uses fully qualified column references (e.g., 'Trend Type'[Trend Type]), adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.450,0.500,0.400,Determines whether certain fiscal periods should be greyed out based on a single condition.,Ensure the measure is documented with a clear description explaining its business purpose and calculation logic.,Rename the measure to reflect its calculation and business purpose more clearly. Avoid abbreviations and cryptic labels.
